ISO_639_3	Script	Base_Characters
fuq	Latin	ABCDEFGHIJKLMNOPRSTUWYXŊƳƁƊabcdefghijklmnoprstuwyxŋƴɓɗ
fur	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÇÂÊÎÔÛÀÈÌÒÙabcdefghijklmnopqrstuvwxyzçâêîôûàèìòù
fuv	Latin	ABCDEFGHIJKLMNOPRSTUWYXƁƊabcdefghijklmnoprstuwyxɓɗ
gaa	Latin	ABDEƐFGHIJKLMNŊOƆPRSTUVWYZÃẼĨÕŨabdeɛfghijklmnŋoɔprstuvwyzãẽĩõũ
gag	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӁӒӦӰабвгдежзийклмнопрстуфхцчшщъыьэюяёӂӓӧӱ
gag	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÇÊÖÜĞŞŢȘȚabcdefghijklmnopqrstuvwxyzäçêöüğİışţșț
gah	Latin	AEGHIKLMNOPRSTUVZaeghiklmnoprstuvz
gan	Latin	BPMFDTLZCSJQXGKHIUYAEONbpmfdtlzcsjqxgkhiuyaeon
gax	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz'
gaz	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz'
gcf	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÈÉÒabcdefghijklmnopqrstuvwxyzèéò
gej	Latin	ABCDƉEƐFGƔHIJKLMNŊPSTVWXYZabcdɖeɛfgɣhijklmnŋpstvwxyz
gez	Geʽez	ሀሁሂሃሄህሆለሉሊላሌልሎሏሐሑሒሓሔሕሖሗመሙሚማሜምሞሟሠሡሢሣሤሥሦሧረሩሪራሬርሮሯሰሱሲሳሴስሶሷቀቁቂቃቄቅቆቈቊቋቌቍበቡቢባቤብቦቧተቱቲታቴትቶቷኀኁኂኃኄኅኆኈኊኋኌኍነኑኒናኔንኖኗአኡኢኣኤእኦከኩኪካኬክኮኰኲኳኴኵወዉዊዋዌውዎዐዑዒዓዔዕዖዘዙዚዛዜዝዞዟየዩዪያዬይዮደዱዲዳዴድዶዷገጉጊጋጌግጎጐጒጓጔጕጠጡጢጣጤጥጦጧጰጱጲጳጴጵጶጷጸጹጺጻጼጽጾጿፀፁፂፃፄፅፆፈፉፊፋፌፍፎፏፐፑፒፓፔፕፖፗ
gil	Latin	ABEIKMNGORTUWabeikmngortuw
gjn	Latin	ABCDEƐFGHIJKLMNŊOƆPRSTUVWYZabcdeɛfghijklmnŋoɔprstuvwyz'
gkp	Latin	ABƁDEƐFGƔIKLMNŊOƆPRSTUVWXYZabɓdeɛfgɣiklmnŋoɔprstuvwxyz
gla	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÈÉÌÒÓÙabcdefghijklmnopqrstuvwxyzàèéìòóù
gld	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӇабвгдежзийклмнопрстуфхцчшщъыьэюяёӈ
gle	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÓÚabcdefghijklmnopqrstuvwxyzáéíóú
glg	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÑÓÚÜabcdefghijklmnopqrstuvwxyzáéíñóúü
glv	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÇabcdefghijklmnopqrstuvwxyzç
gmy	Linear B	𐀀𐀁𐀂𐀃𐀄𐀅𐀆𐀇𐀈𐀉𐀊𐀋𐀍𐀎𐀏𐀐𐀑𐀒𐀓𐀔𐀕𐀖𐀗𐀘𐀙𐀚𐀛𐀜𐀝𐀞𐀟𐀠𐀡𐀢𐀣𐀤𐀥𐀦𐀨𐀩𐀪𐀫𐀬𐀭𐀮𐀯𐀰𐀱𐀲𐀳𐀴𐀵𐀶𐀷𐀸𐀹𐀺𐀼𐀽𐀿𐁀𐁁𐁂𐁃𐁄𐁅𐁆𐁇𐁈𐁉𐁊𐁋𐁌𐁍𐁐𐁑𐁒𐁓𐁔𐁕𐁖𐁗𐁘𐁙𐁚𐁛𐁜𐁝𐂀𐂁𐂂𐂃𐂄𐂅𐂆𐂇𐂈𐂉𐂊𐂋𐂌𐂍𐂎𐂏𐂐𐂑𐂒𐂓𐂔𐂕𐂖𐂗𐂘𐂙𐂚𐂛𐂜𐂝𐂞𐂟𐂠𐂡𐂢𐂣𐂤𐂥𐂦𐂧𐂨𐂩𐂪𐂫𐂬𐂭𐂮𐂯𐂰𐂱𐂲𐂳𐂴𐂵𐂶𐂷𐂸𐂹𐂺𐂻𐂼𐂽𐂾𐂿𐃀𐃁𐃂𐃃𐃄𐃅𐃆𐃇𐃈𐃉𐃊𐃋𐃌𐃍𐃎𐃏𐃐𐃑𐃒𐃓𐃔𐃕𐃖𐃗𐃘𐃙𐃚𐃛𐃜𐃝𐃞𐃟𐃠𐃡𐃢𐃣𐃤𐃥𐃦𐃧𐃨𐃩𐃪𐃫𐃬𐃭𐃮𐃯𐃰𐃱𐃲𐃳𐃴𐃵𐃶𐃷𐃸𐃹𐃺
gni	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÄÉÖÜabcdefghijklmnopqrstuvwxyzßàäéöü
gom	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलवशषसहऽ
gom	Latin	AÃBCÇDEẼFGHIĨJKLMNÑOÕPQRSTUVWXYZaãbcçdeẽfghiĩjklmnñoõpqrstuvwxyz
gqa	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZŊabcdefghijklmnopqrstuvwxyzŋ
grc	Greek	ΑΒΓΔΕΖΗΘΙΚΛΜΝΞΟΠΡΣΤΥΦΧΨΩΆΈΉΊΌΎΏΪΫαβγδεζηθικλμνξοπρςστυφχψωάέήίόύώϊϋἀἈἄἌᾄᾌἂἊᾂᾊἆἎᾆᾎᾀᾈἁἉἅἍᾅᾍἃἋᾃᾋἇἏᾇᾏᾁᾉᾴὰᾺᾲᾰᾸᾶᾷᾱᾹᾳᾼἐἘἔἜἒἚἑἙἕἝἓἛὲῈἠἨἤἬᾔᾜἢἪᾒᾚἦἮᾖᾞᾐᾘἡἩἥἭᾕᾝἣἫᾓᾛἧἯᾗᾟᾑᾙῄὴῊῂῆῇῃῌἰἸἴἼἲἺἶἾἱἹἵἽἳἻἷἿὶῚῐῘῖΐῒῗῑῙὀὈὄὌὂὊὁὉὅὍὃὋὸῸῤῥῬὐὔὒὖὑὙὕὝὓὛὗὟὺῪῠῨῦΰῢῧῡῩὠὨὤὬᾤᾬὢὪᾢᾪὦὮᾦᾮᾠᾨὡὩὥὭᾥᾭὣὫᾣᾫὧὯᾧᾯᾡᾩῴὼῺῲῶῷῳῼ
gsw	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÖÜabcdefghijklmnopqrstuvwxyzäöü
guc	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÑÜabcdefghijklmnopqrstuvwxyzñü
gug	Latin	AÃCEẼGHIĨJKLMNÑOÕPRSTUŨVYỸaãceẽghiĩjklmnñoõprstuũvyỹʼ
guj	Gujarati	અઆઇઈઉઊઋપએઐઓઔકખગઘઙચછજઝઞટઠડઢણતથદધનફબભમયરલવશષસહળઽ
gur	Latin	ABDEƐFGHIƖKLMNŊOƆPRSTUƲVWYZÃẼĨÕŨabdeɛfghiɩklmnŋoɔprstuʋvwyzãẽĩõũ
guu	Latin	AEFHIJKMNOPRSTUWYÃẼƏĨƗÕŨaefhijkmnoprstuwyãẽəĩɨõũ
gux	Latin	ABCDEFGHIJKLMNÑŊOPRSTUVWYZabcdefghijklmnñŋoprstuvwyz
guz	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyz
gwi	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀĄÈÉĘÌÍÒÓǪÙÚŁabcdefghijklmnopqrstuvwxyzàąèéęìíòóǫ’ùúł
haa	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÀÂǍĄËabcdefghijklmnopqrstuvwxyzäàâǎąë’
hae	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz'
haj	Bengali	অআইউএঐওঔকখগঘঙচছজঝঞতথদধনপফবভমরহ
hak	Latin	ABCDEFGHIJKLMNOPQRSTUWXYZabcdefghijklmnopqrstuwxyzüÜêÊĉŝẑŋĈŜẐŊāēīōūǖĀĒĪŌŪǕáéíóúǘếḿńÁÉÍÓÚǗẾḾŃǎěǐǒǔǚňǍĚǏǑǓǙŇàèìòùǜềǹÀÈÌÒÙǛỀǸ
har	Geʽez	ሐሑሒሓሔሕሖለሉሊላሌልሎመሙሚማሜምሞረሩሪራሬርሮሰሱሲሳሴስሶሸሹሺሻሼሽሾቀቁቂቃቄቅቆበቡቢባቤብቦተቱቲታቴትቶቸቹቺቻቼችቾነኑኒናኔንኖኘኙኚኛኜኝኞአኢኣኤእኦከኩኪካኬክኮኸኹኺኻኼኽኾወዉዊዋዌውዎዘዙዚዛዜዝዞየዩዪያዬይዮደዱዲዳዴድዶጀጁጂጃጄጅጆገጉጊጋጌግጎጠጡጢጣጤጥጦጨጩጪጫጬጭጮፈፉፊፋፌፍፎ
hat	Latin	ABCDEFGHIJKLMNOPRSTUVWYZÈÒabcdefghijklmnoprstuvwyzèò
hau	Latin	ABCDEFGHIJKLMNORSTUWYZƘƳƁƊabcdefghijklmnorstuwyzƙƴɓɗʼ
haw	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĪŌŪabcdefghijklmnopqrstuvwxyzāēīōūʻ
haz	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگی
hea	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz-
heb	Hebrew	שבתכךפףאגדהוזחטילמםנןסעצץקר
hil	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
hin	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलवशषसहऽ
hms	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz-
hnd	Arabic	ابپتٹثجچحخدڈذرڑزژسشصضطظعغفقکگلمنݨںوهھءیے
hni	Latin	ABCDEFGHIJKLMNOQRSTUVWXYZabcdefghijklmnoqrstuvwxyz
hnn	Hanunoo	ᜠᜡᜢᜣᜤᜥᜦᜧᜨᜩᜪᜫᜬᜭᜮᜯᜰᜱ
hno	Arabic	ابپتٹثجچحخدڈذرڑزژسشصضطظعغفقکگلمنݨںوهھءیے
hns	Latin	ABCDEFGHIJKLMNOQRSTUVWXYZabcdefghijklmnoqrstuvwxyz
hop	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÖabcdefghijklmnopqrstuvwxyzàö
hrv	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĆČĐŠŽabcdefghijklmnopqrstuvwxyzćčđšž
hsb	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÓĆČĚŁŃŘŚŠŹŽabcdefghijklmnopqrstuvwxyzóćčěłńřśšźž
hun	Latin	AÁBCSDzsEÉFGyHIÍJKLMNOÓÖŐPQRTUÚÜŰVWXYZaábcdeéfghiíjklmnoóöőpqrtuúüűvwx
hur	Latin	acehiklmnpqstuwxyčšƛəɬʔʷθχᶿ
hus	Latin	ABCEIJKLMNOPRSTUWXYZabceijklmnoprstuwxyz'
huu	Latin	ABCDEFGIJLMNORSTVƗÑabcdefgijlmnorstvɨñ
huz	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭӀӘȦӮабвгдежзийклмнопрстуфхцчшщъыьэӏәȧӯ
hye	Armenian	ԱԲԳԴԵԶԷԸԹԺԻԼԽԾԿՀՁՂՃՄՅՆՇՈՉՊՋՌՍՎՏՐՑՒՓՔՕՖաբգդեզէըթժիլխծկհձղճմյնշոչպջռսվտրցւփքօֆև
hyw	Armenian	ԱԲԳԴԵԶԷԸԹԺԻԼԽԾԿՀՁՂՃՄՅՆՇՈՉՊՋՌՍՎՏՐՑՒՓՔՕՖաբգդեզէըթժիլխծկհձղճմյնշոչպջռսվտրցւփքօֆև
ibb	Latin	ABDEFGHIỊKMNÑOỌPRSTUɅWYabdefghiịkmnñoọprstuʌwy
ibo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÈÉÌÍÒÓÙÚĀĒĪŃŌŪỊỌỤṄẸabcdefghijklmnopqrstuvwxyzàáèéìíòóùúāēīńōūịọụṅẹ
ido	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
idu	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyzÁÉÍÓÚáéíóúĀāĒēĪīŊŋŌōŪūƆƐɔɛẸẹỌọ
ife	Latin	ABDƉEƐFGHIKLMNŊOƆPRSTUWYZabdɖeɛfghiklmnŋoɔprstuwyzÃĨŨṸãĩũṹ
igs	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
iii	Modern Yi	ꀀꀖꀸꁖꁶꂑꂮꃍꃢꄀꄚꄶꅑꅨꅽꆗꆷꇚꇸꈔꉆꉮꊍꊮꋐꋭꌉꌪꏠꏼꐘꐱꑊꑝꑱꀁꀗꀹꁗꁷꂒꂯꃎꃣꄁꄛꄷꅒꅩꅾꆘꆸꇛꇹꈕꉇꊎꊯꋑꋮꌊꌫꏡꏽꐙꐲꑋꑞꑲꀂꀘꀺꁘꁸꂓꂰꃏꃤꄂꄜꄸꅓꅪꅿꆙꆹꇜꇺꈖꉈꊏꊰꋒꋯꌋꌬꏢꏾꐚꐳꑌꑟꑳꀃꀙꀻꁙꁹꂔꂱꃐꃥꄃꄝꄹꅔꅫꆀꆚꆺꇝꇻꉉꊐꊱꋓꋰꌌꌭꏣꏿꐛꐴꑍꑠꑴꀄꀚꁚꃦꅬꆻꇞꉊꊲꋔꏤꐀꐜꐵꑎꑡꑵꀅꀛꀼꁛꁺꂕꂲꃧꄄꄞꄺꅕꅭꆁꆛꆼꇟꇼꈗꈰꉋꉝꉯꊑꊳꋕꋱꌍꌮꏥꐁꐝꐶꑏꑢꑶꀆꀜꀽꁜꁻꂖꂳꃨꄅꄟꄻꅖꅮꆂꆜꆽꇠꇽꈘꈱꉌꉞꉰꊒꊴꋖꋲꌎꌯꏦꐂꐞꐷꑐꑣꑷꀇꀝꀾꁝꁼꂗꂴꃩꄆꄠꄼꅯꆃꆝꆾꇡꇾꈙꉍꉟꊓꊵꋗꋳꌏꌰꏧꐃꐟꐸꑑꑤꑸꀈꀞꀿꁞꁽꂘꂵꃑꃪꄇꄡꄽꅗꅰꆞꆿꇢꇿꈚꈲꉎꉠꉱꊀꊔꊶꋘꋴꌐꌱꍆꍡꎔꎫꏆꀉꀟꁀꁟꁾꂙꂶꃒꃫꄈꄢꄾꅘꅱꆄꆟꇀꇣꈀꈛꈳꉏꉡꉲꊁꊕꊷꋙꋵꌑꌲꍇꍢꍼꎕꎬꏇꀊꀠꁁꁠꁿꂚꂷꃓꃬꄉꄣꄿꅙꅲꆅꆠꇁꇤꈁꈜꈴꉐꉢꉳꊂꊖꊸꋚꋶꌒꌳꍈꍣꍽꎖꎭꏈꀋꀡꁂꁡꂀꂛꂸꃔꃭꄊꄤꅀꅚꅳꆆꆡꇂꇥꈂꈝꈵꉑꉣꉴꊃꊗꊹꋛꋷꌓꌴꍉꍤꎗꎮꏉꂹꄥꇃꇦꈞꉒꉤꉵꍥꏨꐄꑹꀌꀢꁃꁢꂜꂺꄋꄦꅁꅴꆇꆢꇄꇧꈃꈟꈶꉓꉥꉶꊄꊘꊺꋸꌔꍊꍦꍾꎯꏊꏩꐅꐠꐹꑒꑥꑺꀍꀣꁄꁣꂝꂻꄌꄧꅂꅵꆈꆣꇅꇨꈄꈠꈷꉔꉦꉷꊅꊙꊻꋹꌕꍋꍧꍿꎰꏋꏪꐆꐡꐺꑓꑦꑻꀎꀤꁅꁤꂞꂼꄨꅃꆉꆤꇆꇩꈅꈡꈸꉕꉸꊆꊚꊼꌖꍌꍨꎱꏌꏫꐇꐢꑔꑼꀏꀥꁆꁥꂁꂟꂽꃮꄍꄩꅄꅛꅶꆊꇇꇪꈆꈢꈹꉖꉧꉹꊛꊽꌗꌵꍍꍩꎀꎲꏍꏬꐈꐣꐻꑕꑧꑽꀐꀦꁇꁦꂂꂠꂾꃕꃯꄎꄪꅅꅜꅷꆋꆥꇈꇫꈇꈣꈺꉗꉨꉺꊇꊜꊾꋜꋺꌘꌶꍎꍪꎁꎘꎳꏎꏭꐉꐤꐼꑖꑨꑾꀑꀧꁈꁧꂃꂡꂿꃖꃰꄏꄫꅆꅝꆌꆦꇉꇬꈈꈤꈻꉘꉩꉻꊈꊝꊿꋝꌙꌷꍏꍫꎂꎙꎴꏏꏮꐊꐥꐽꑗꑩꑿꀒꀨꁉꁨꂄꂢꃀꃗꃱꄐꄬꅇꅞꅸꆍꆧꇊꇭꈉꈥꈼꉙꉪꉼꊉꊞꋀꋞꋻꌚꌸꍐꍬꎃꎚꎵꏐꏯꐋꐦꐾꑘꑪꒀꇮꈊꈦꍑꍭꎄꎛꎶꀓꀩꁩꃁꃲꄑꄭꅈꅟꅹꆎꆨꇋꇯꈋꈧꈽꉚꉫꉽꊊꊟꋁꋟꋼꌛꌹꍒꍮꎅꎜꎷꏑꀔꀪꁪꃂꄒꄮꅉꅠꅺꆏꆩꇌꇰꈌꈨꈾꉛꉬꉾꊋꊠꋂꋠꋽꌜꌺꍓꍯꎆꎝꎸꏒꀫꁫꃳꄓꄯꅊꅡꅻꆐꆪꇍꇱꈍꈩꈿꉜꉭꉿꊌꊡꋃꋡꌝꌻꍔꍰꎇꎞꎹꏓꀬꁊꁬꂅꂣꃃꃘꃴꄔꄰꅋꅢꅼꆑꆫꇎꇲꈎꈪꉀꊢꋄꌞꌼꍕꎈꎟꎺꏔꏰꐌꐧꑙꒁꀭꁋꁭꂆꂤꃄꃙꃵꄕꄱꅌꅣꆒꆬꇏꇳꈏꈫꉁꊣꋅꋢꋾꌟꌽꍖꍱꎉꎠꎻꏕꏱꐍꐨꐿꑚꒂꀮꁌꁮꂇꂥꃅꃚꃶꄖꄲꅍꅤꆓꆭꇐꇴꈐꈬꉂꊤꋆꋣꋿꌠꌾꍗꍲꎊꎡꎼꏖꏲꐎꐩꑀꑛꒃꀯꁍꁯꂈꂦꃆꃛꃷꄗꄳꅎꅥꆔꆮꇑꇵꈑꈭꉃꊥꋇꋤꌀꌡꌿꍘꍳꎋꎢꎽꏗꏳꐏꐪꑁꑜꒄꀰꁎꁰꂉꂧꃇꃜꃸꄘꄴꅏꅦꆕꆯꇒꇶꈒꈮꉄꊦꋈꋥꌁꌢꍙꍴꎌꎣꎾꏘꏴꐐꐫꑂꒅꀱꁏꁱꂊꂨꃈꃝꃹꄙꄵꅐꅧꆖꆰꇓꇷꈓꈯꉅꊧꋉꋦꌂꌣꍚꍵꎍꎤꎿꏙꏵꐑꐬꑃꒆꀲꁐꁲꂋꃉꃞꃺꆱꇔꊨꋊꋧꌃꌤꍀꍛꍶꎎꎥꏀꏚꏶꐒꐭꑄꑫꒇꀳꁑꁳꂌꂩꃊꃟꃻꆲꇕꊩꋋꋨꌄꌥꍁꍜꍷꎏꎦꏁꏛꏷꐓꐮꑅꑬꒈꀴꁒꁴꂍꂪꃋꃠꃼꆳꇖꊪꋌꋩꌅꌦꍂꍝꍸꎐꎧꏂꏜꏸꐔꐯꑆꑭꒉꀵꁓꁵꂎꂫꃌꃡꃽꆴꇗꊫꋍꋪꌆꌧꍃꍞꍹꎑꎨꏃꏝꏹꐕꐰꑇꑮꒊꀶꁔꂏꂬꃾꆵꇘꊬꋎꋫꌇꌨꍄꍟꍺꎒꎩꏄꏞꏺꐖꑈꑯꒋꀷꁕꂐꂭꃿꆶꇙꊭꋏꋬꌈꌩꍅꍠꍻꎓꎪꏅꏟꏻꐗꑉꑰꒌ
ike	Inuktitut Syllabics	ᐃᐄᐅᐆᐊᐋᐦᐱᐲᐳᐴᐸᐹᑉᑎᑏᑐᑑᑕᑖᑦᑭᑮᑯᑰᑲᑳᒃᒋᒌᒍᒎᒐᒑᒡᒥᒦᒧᒨᒪᒫᒻᓂᓃᓄᓅᓇᓈᓐᓯᓰᓱᓲᓴᓵᔅᓕᓖᓗᓘᓚᓛᓪᔨᔩᔪᔫᔭᔮᔾᕕᕖᕗᕘᕙᕚᕝᕆᕇᕈᕉᕋᕌᕐᕿᖀᖁᖂᖃᖄᖅᖏᖐᖑᖒᖓᖔᖕᖠᖡᖢᖣᖤᖥᖦ
ile	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÓÚabcdefghijklmnopqrstuvwxyzáéíóú
ilo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÑabcdefghijklmnopqrstuvwxyzñ
ina	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
ind	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
ind	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĒÉÄËÏÖabcdefghijklmnopqrstuvwxyzēéäëïö'
ind	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÉÄËÏÖabcdefghijklmnopqrstuvwxyzéäëïö2
inh	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
isl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÆÉÍÐÓÖÚÝÞabcdefghijklmnopqrstuvwxyzáæéíðóöúýþ
ita	Latin	ABCDEFGHILMNOPQRSTUVZÀÁÈÉÌÍÒÓÙÚabcdefghilmnopqrstuvzàáèéìíòóùú
itl	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁЉЊЎҲӃӅӇӐӘабвгдежзийклмнопрстуфхцчшщъыьэюяёљњўҳӄӆӈӑә
jam	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
jat	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگی
jav	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÉÈabcdefghijklmnopqrstuvwxyzéè
jav	Javanese	ꦄꦅꦆꦇꦈꦉꦊꦋꦌꦍꦎꦏꦐꦒꦓꦔꦕꦗꦚꦛꦝꦞꦟꦠꦢꦣꦤꦥꦦꦧꦨꦩꦪꦫꦭꦮꦯꦱꦲ
jbo	Latin	\',.ABCDEFGIJKLMNOPRSTUVXYZabcdefgijklmnoprstuvxyz
jct	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭӦӰабвгдежзийклмнопрстуфхцчшщъыьэӧӱ
jdt	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
jdt	Hebrew	אבגדהוזחיכלמנסעפצקרשת׳
jdt	Latin	ABCÇDEƏFGHḨЋIJKLMNOPQRSŞTUVXYZabcçdeəfghḩћijklmnopqrsştuvxyz
jgo	Latin	ABCDFGHIJKLMNPSTUVWYZÁÂÍÎÚÛŃŊǍǏǓǸƆƐɄḾẄꞋabcdfghijklmnpstuvwyzáâíîúûńŋǎǐǔǹɔɛʉḿẅꞌ
jiv	Latin	ACEHIJKMNÑPRSTUWYÃẼĨŨacehijkmnñprstuwy'ãẽĩũ
jpn	Hiragana	あいうえおかきくけこがぎぐげごさしすせそざじずぜぞたちつてとだぢづでどなにぬねのはひふへほばびぶべぼぱぴぷぺぽまみむめもやゆよらりるれろわゐゑをんっゝ
jpn	Katakana	゠ァアィイゥウェエォオカガキギクグケゲコゴサザシジスズセゼソゾタダチヂッツヅテデトドナニヌネノハバパヒビピフブプヘベペホボポマミムメモャヤュユョヨラリルレロヮワヰヱヲンヴヵヶヷヸヹヺ・ーヽヾ
jpn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
jpn	Latin	ABDEFGHIJKLMNOPRSTUVWYZĀĒĪŌŪabdefghijklmnoprstuvwyzāēīōū
jpr	Hebrew	שבתכךפףאגדהוזחטילמםנןסעצץקר
kaa	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁЎҒҚҢҮҲӘӨабвгдежзийклмнопрстуфхцчшщъыьэюяёўғқңүҳәө
kaa	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁǴŃÚabcdefghijklmnopqrstuvwxyzáİıǵńú
kab	Latin	ABCDEFGHIJKLMNPQRSTUWXYZČǦƐƔḌḤṚṢṬẒabcdefghijklmnpqrstuwxyzčǧɛɣḍḥṛṣṭẓ
kal	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÂÃÅÆÊÍÎĨÔØÚÛŨabcdefghijklmnopqrstuvwxyzáâãåæêíîĩôøúûĸũ
kal	Latin	AEFGIJKLMNOPQRSTUVaefgijklmnopqrstuv
kam	Latin	ABCDEFGHIJKLMNOPQRSTUVWYZĨŨabcdefghijklmnopqrstuvwyzĩũ
kan	Kannada	ಕಖಗಘಙಚಛಜಝಞಟಠಡಢಣತಥದಧನಪಫಬಭಮಯರಲವಶಷಸಹಳಅಆಇಈಉಊಋೠಎಏಐಒಓಔ
kap	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЯӀабвгдежзийклмнопрстуфхцчшщъыьэяӏ
kat	Georgian	აბგდევზთიკლმნოპჟრსტუფქღყშჩცძწჭხჯჰᲐᲑᲒᲓᲔᲕᲖᲗᲘᲙᲚᲛᲜᲝᲞᲟᲠᲡᲢᲣᲤᲥᲦᲧᲨᲩᲪᲫᲬᲭᲮᲯᲰ
kat	Georgian	ႠႡႢႣႤႥႦႧႨႩႪႫႬႭႮႯႰႱႲႳႴႵႶႷႸႹႺႻႼႽႾႿჀჁჂჃჄჅ
kat	Georgian	ⴀⴁⴂⴃⴄⴅⴆⴇⴈⴉⴊⴋⴌⴍⴎⴏⴐⴑⴒⴓⴔⴕⴖⴗⴘⴙⴚⴛⴜⴝⴞⴟⴠⴡⴢⴣⴤⴥ
kau	Latin	ABCDEƎFGHIJKLMNOPRɌSTUWYZabcdeǝfghijklmnoprɍstuwyz
kaz	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁІҒҚҢҮҰҺӘӨабвгдежзийклмнопрстуфхцчшщъыьэюяёіғқңүұһәө
kbd	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
kbp	Latin	ABCDƉEƐFGƔHIƖJKLMNÑŊOƆPRSTUƲVWYZabcdɖeɛfgɣhiɩjklmnñŋoɔprstuʋvwyz
kca	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁЄЎҚҢҲҶӅӇӐӒӘӚӦӨӪӰԒабвгдежзийклмнопрстуфхцчшщъыьэюяёєўқңҳҷӆӈӑӓәӛӧөӫӱԓ
